cboid,cbodesc,cbotrans,iscoid,iscodesc,cbo_currno,isco_currno
"7-46.60","Operador do processo de destilação de subprodutos do coque","Distiller operators (subproducts of coke)","8229","Chemical-products machine operators not elsewhere classified",1729,449
"7-46.70","Operador de enfornamento e desenfornamento (coqueria)","Furnace operators","8229","Chemical-products machine operators not elsewhere classified",1730,449
"7-46.75","Operador de preservação e controle térmico","Preservation and heat control operators","8229","Chemical-products machine operators not elsewhere classified",1731,449
"7-46.80","Operador de carro de apagamento do coque","Coke cart extinguisher operators","8229","Chemical-products machine operators not elsewhere classified",1732,449
"7-46.85","Operador de painel de controle (coqueria)","Control panel operators (coke)","8229","Chemical-products machine operators not elsewhere classified",1733,449
"7-46.90","Outros operadores de coqueria","Other coke treating equipment operators","8229","Chemical-products machine operators not elsewhere classified",1734,449
"7-47","Trabalhadores da produção e manipulação de medicamentos","","","",1735,
"7-47.20","Drageador (medicamentos)","Tablets operators","8221","Pharmaceutical- and toiletry-products machine operators",1736,445
"7-47.90","Outros trabalhadores da produção e manipulação de medicamentos","Other pharmaceuticals production workers","8221","Pharmaceutical- and toiletry-products machine operators",1737,445
"7-49","Operadores de instalações de processamentos químicos e trabalhadores assemelhado","","","",1738,
"7-49.15","Branqueador de produtos químicos","Chemical products whitening workers","8229","Chemical-products machine operators not elsewhere classified",1739,449
"7-49.25","Operador de bateria de gás de hulha","Coal-gas battery operators","8229","Chemical-products machine operators not elsewhere classified",1740,449
"7-49.35","Trabalhador de fabricação de fibras artificiais","Artificial fiber manufacturing operators","8229","Chemical-products machine operators not elsewhere classified",1741,449
"7-49.40","Operador do tratamento químico de materiais radioativos","Radioactive material chemical treatment operators","8229","Chemical-products machine operators not elsewhere classified",1742,449
"7-49.45","Operador de desgaseificação","Gas liquefaction operators","8155","Petroleum- and natural-gas-refining-plant operators",1743,431
"7-49.47","Operador de utilidade (produção e distribuição de vapor, gases, óleos, combustív","Utility operators (production and distribution of steam, gas, oil, combustibles,","8161","Power-production plant operators",1744,434
"7-49.50","Trabalhador de fabricação de tintas","Paints production operators","8159","Chemical-processing-plant operators not elsewhere classified",1745,432
"7-49.60","Trabalhador de fabricação de resinas e vernizes","Resin and varnish production workers","8159","Chemical-processing-plant operators not elsewhere classified",1746,432
"7-49.70","Operador de basculador de vagões","Side tip wagon operators","8290","Other machine operators and assemblers",1747,485
"7-49.75","Pirotécnico","Explosives experts","8222","Ammunition- and explosive-products machine operators",1748,446
"7-49.80","Operador de laboratório","Lab operators","8221","Pharmaceutical- and toiletry-products machine operators",1749,445
"7-49.85","Operador de concentração","Concentration operators","8159","Chemical-processing-plant operators not elsewhere classified",1750,432
"7-49.90","Outros operadores de instalações de processamentos químicos e trabalhadores asse","Other chemical processing operators and related workers n.e.c.","8159","Chemical-processing-plant operators not elsewhere classified",1751,432
"7-5","FIANDEIROS, TECELÕES, TINGIDORES E TRABALHADORES ASSEMELHADOS","","","",1752,
"7-51","Trabalhadores de preparação de fibras","","","",1753,
"7-51.15","Classificador de fibras","Fiber graders","7431","Fibre preparers",1754,398
"7-51.20","Lavador de lã","Wool washers","7431","Fibre preparers",1755,398
"7-51.25","Operador de misturador de fibras","Fiber mixing operators","8261","Fibre-preparing-, spinning- and winding-machine operators",1756,460
"7-51.30","Operador de batedor de fibras","Fibers beater operators","8261","Fibre-preparing-, spinning- and winding-machine operators",1757,460
"7-51.35","Operador de cardas","Carding machine operators","8261","Fibre-preparing-, spinning- and winding-machine operators",1758,460
"7-51.45","Operador de penteadeira","Combing machine operators","8261","Fibre-preparing-, spinning- and winding-machine operators",1759,460
"7-51.60","Operador de abridor de fibras","Fiber separating machine operators","8261","Fibre-preparing-, spinning- and winding-machine operators",1760,460
"7-51.70","Operador de passador de fitas","Fiber ironing operators","8261","Fibre-preparing-, spinning- and winding-machine operators",1761,460
"7-51.75","Operador de maçaroqueira","Fiber separating machine operators","8261","Fibre-preparing-, spinning- and winding-machine operators",1762,460
"7-51.80","Operador de laminadeira e reunideira","Laminator and joiner operators","8261","Fibre-preparing-, spinning- and winding-machine operators",1763,460
"7-51.90","Outros trabalhadores de preparação de fibras","Other fibers preparers","8261","Fibre-preparing-, spinning- and winding-machine operators",1764,460
"7-52","Fiandeiros e trabalhadores assemelhados","","","",1765,
"7-52.10","Fiandeiro, em geral","Spinners, general","8261","Fibre-preparing-, spinning- and winding-machine operators",1766,460
"7-52.40","Operador de retorcedeira de fios","Twister operators","8261","Fibre-preparing-, spinning- and winding-machine operators",1767,460
"7-52.50","Operador de conicaleira","Fiber preparers","8261","Fibre-preparing-, spinning- and winding-machine operators",1768,460
"7-52.90","Outros fiandeiros e trabalhadores assemelhados","Other spinners and related workers","8261","Fibre-preparing-, spinning- and winding-machine operators",1769,460
"7-53","Trabalhadores de preparação de tecelagem","","","",1770,
"7-53.15","Operador de espuladeira","Weaver operators","8262","Weaving- and knitting-machine operators",1771,461
"7-53.25","Operador de urdideira","Mechanical knitters","8262","Weaving- and knitting-machine operators",1772,461
"7-53.35","Remetedor de fios","Knitters","7432","Weavers, knitters and related workers",1773,399
"7-53.50","Picotador de cartões jacquard","Jacquard knitters","7432","Weavers, knitters and related workers",1774,399
"7-53.60","Operador de engomadeira de urdume","Starching operators","8261","Fibre-preparing-, spinning- and winding-machine operators",1775,460
"7-53.90","Outros trabalhadores de preparação de tecelagem","Other weavering preparers","8261","Fibre-preparing-, spinning- and winding-machine operators",1776,460
"7-54","Tecelões","","","",1777,
"7-54.30","Tecelão (tear manual)","Weavers, hand workers","7432","Weavers, knitters and related workers",1778,399
"7-54.32","Tecelão (tear mecânico liso)","Weavers (plain mechanical weaving)","8262","Weaving- and knitting-machine operators",1779,461
"7-54.33","Tecelão (tear mecânico de maquineta)","Weavers (mechanical weaving)","8262","Weaving- and knitting-machine operators",1780,461
"7-54.40","Tecelão (tear mecânico, exceto jacquard)","Weavers (mechanical weaving , except jacquard)","8262","Weaving- and knitting-machine operators",1781,461
"7-54.42","Tecelão (tear automático)","Weavers (automatic weaving)","8262","Weaving- and knitting-machine operators",1782,461
"7-54.45","Tecelão (tear jacquard)","Weavers (jacquard weaving)","7432","Weavers, knitters and related workers",1783,399
"7-54.47","Tecelão (tear mecânico de xadrez)","Weavers (checkered cloth weaving)","8262","Weaving- and knitting-machine operators",1784,461
"7-54.50","Tecelão (rendas e bordados)","Weavers (lace and embroidery)","7432","Weavers, knitters and related workers",1785,399
"7-54.55","Tecelão de tapetes, à mão","Carpet weavers, manual","7432","Weavers, knitters and related workers",1786,399
"7-54.60","Tecelão de tapetes, à máquina","Carpet weavers, machine-operating","8262","Weaving- and knitting-machine operators",1787,461
"7-54.65","Tecelão (redes)","Weavers (hammocks)","7432","Weavers, knitters and related workers",1788,399
"7-54.90","Outros tecelões","Other weavers","7432","Weavers, knitters and related workers",1789,399
"7-55","Tecelões de malhas","","","",1790,
"7-55.20","Tecelão de malhas, à máquina","Jersey weavers, machine-operating","8262","Weaving- and knitting-machine operators",1791,461
"7-55.25","Tecelão de malhas (máquina circular)","Jersey weavers (revolving machinery)","8262","Weaving- and knitting-machine operators",1792,461
"7-55.27","Tecelão de malhas (máquina retilínea)","Jersey weavers (revolving machinery)","8262","Weaving- and knitting-machine operators",1793,461
"7-55.30","Tecelão de meias, à máquina","Sock weavers, machine-operating","8262","Weaving- and knitting-machine operators",1794,461
"7-55.35","Tecelão de meias (máquina circular)","Sock weavers (revolving machinery)","8262","Weaving- and knitting-machine operators",1795,461
"7-55.37","Tecelão de meias (máquina retilínea)","Sock weavers","8262","Weaving- and knitting-machine operators",1796,461
"7-55.90","Outros tecelões de malhas","Other jersey weavers","7432","Weavers, knitters and related workers",1797,399
"7-56","Trabalhadores de acabamento, tingimento e estamparia de produtos têxteis","","","",1798,
"7-56.12","Cozinhador (tratamento de tecidos)","Fabric treating operators","8264","Bleaching-, dyeing- and cleaning-machine operators",1799,463
"7-56.15","Alvejador (tecidos)","Bleachers (fabric)","8264","Bleaching-, dyeing- and cleaning-machine operators",1800,463
"7-56.20","Tingidor de fios","Fiber dyers","8264","Bleaching-, dyeing- and cleaning-machine operators",1801,463
"7-56.25","Tingidor de tecidos","Fabric dyers","8264","Bleaching-, dyeing- and cleaning-machine operators",1802,463
